65	26	100	135	60	90	60	60	40	60	60	60	40	100	20	50	50	60	60	60	100	60	60	50	60	20	12	40												
66	18	20	60	60	60	20	150	100	60	100	60	40	40	20	60	60	40	40	60																				
67	24	20	85	40	60	20	40	20	100	60	60	46	60	60	60	100	60	100	60	150	40	40	40	40	9														
68	31	20	75	12	100	40	100	60	60	40	60	40	40	55	60	60	35	9	60	60	45	9	40	75	40	60	40	100	60	60	100	40							
69	26	60	40	60	100	500	60	40	75	100	100	35	12	60	12	9	40	60	35	60	60	60	84	60	40	500	20												
70	23	20	20	60	100	12	75	40	40	40	35	60	40	60	60	100	60	60	40	20	60	89	40	40															
71	25	100	100	100	60	100	35	40	40	20	100	20	90	20	40	20	12	100	50	60	20	60	50	40	100	60													
72	29	60	12	9	60	65	40	100	100	100	40	60	92	75	50	60	100	40	9	35	60	60	20	40	60	100	100	12	60	12									
73	25	100	75	40	40	100	12	60	50	83	55	60	100	9	40	100	60	60	20	40	50	60	60	20	100	100													
74	17	12	9	50	100	60	12	9	75	35	100	35	60	28	35	100	60	60																					
75	15	12	9	35	40	60	40	60	65	60	60	60	100	35	12	100																							
76	21	60	40	60	100	60	100	20	60	85	35	34	60	9	100	71	20	20	60	60	40	40																	
77	31	9	12	100	100	100	20	50	60	40	50	60	60	50	60	12	60	100	60	100	60	60	60	40	20	20	60	35	35	60	35	100							
78	25	55	35	60	60	20	40	40	20	60	60	60	100	20	60	40	60	60	50	40	40	35	40	60	82	60													
79	30	55	85	40	50	9	100	100	60	100	60	60	40	100	60	100	50	60	12	60	60	29	100	20	60	100	60	65	60	12	40								
80	27	40	46	150	100	100	100	50	40	35	100	60	100	40	12	40	60	20	60	59	100	12	50	9	60	40	60	50											
81	25	60	120	60	40	40	60	100	60	40	60	60	75	70	40	60	12	40	40	40	12	20	60	60	20	40													
82	18	70	40	100	60	85	40	60	40	60	60	60	12	60	60	45	12	40	100																				
83	16	40	20	300	20	60	100	60	100	105	40	20	60	60	100	40	35																						
84	25	70	100	50	100	12	60	60	100	60	60	40	60	20	60	70	60	20	60	40	60	20	35	9	40	40													
85	29	100	20	35	60	60	60	60	60	40	105	60	100	40	40	20	150	100	40	100	60	100	60	60	60	60	40	100	60	100									
86	23	60	195	12	40	35	60	100	300	60	60	40	40	60	60	40	20	40	20	100	40	20	60	40															
87	27	40	60	50	40	60	100	60	175	12	50	500	60	20	100	50	12	100	60	9	60	500	40	50	60	100	60	75											
88	25	100	60	72	12	50	20	100	60	60	105	60	100	35	60	100	100	12	60	60	40	60	300	60	500	40													
89	20	60	60	60	60	40	75	100	100	60	40	150	65	60	100	35	100	60	100	60	100																		
90	29	40	120	40	55	60	60	60	35	40	60	60	60	40	60	40	60	28	40	9	60	40	12	60	60	35	12	100	20	300									
91	20	60	40	100	150	90	60	50	60	20	20	100	150	12	100	60	20	40	60	12	60																		
92	28	40	55	100	20	40	100	60	20	60	60	40	40	40	60	60	35	100	40	60	12	60	100	40	35	60	60	60	40										
93	25	40	50	150	60	100	60	40	60	50	100	100	60	60	12	100	20	60	60	65	35	60	100	60	40	60													
94	23	60	12	9	60	500	125	60	60	60	55	100	60	100	60	60	12	40	60	300	60	40	60	60															
95	17	75	35	100	9	300	12	100	40	40	60	40	150	60	60	35	60	60																					
96	26	35	60	60	60	40	12	20	12	74	100	60	60	60	60	50	60	12	40	60	50	12	100	40	9	12	65												
97	31	100	12	9	60	60	55	60	100	60	60	66	100	40	50	60	35	20	60	40	100	60	60	100	40	60	60	60	60	65	60	36							
98	25	60	60	20	20	12	60	60	60	12	20	12	60	60	60	60	50	100	65	40	50	60	60	300	60	40													
99	19	35	40	9	60	40	60	60	40	60	35	60	12	60	50	60	40	60	60	12																			
100	23	60	100	35	40	40	100	60	75	60	40	40	60	500	60	40	40	60	60	35	60	60	65	100															
