0.200	197	197	31	37	3	0	0.0191	6111	519489	Yes	0.459	234956	1192	0.0008	FAX	ACTIVE_OCC	1.0000	0.000838982	4	26	30	6	0.9
0.708	449	449	300	141	5	0	0.7035	134771	390829	Yes	0.459	106295	237	0.0042	PC	ACTIVE_OCC	1.0000	0.00422633	316	33	349	247	0.9
0.665	655	655	4	335	4	0	0.0223	2620	522980	Yes	0.459	238447	364	0.0027	PRINTER	ACTIVE_OCC	1.0000	0.002746422	15	35	49	33	0.9
0.977	1464	1464	73	124	3	0	0.1509	106891	418709	Yes	0.459	134175	92	0.0109	TV1	ACT_TV	0.3398	0.032120667	221	21	242	236	0.9
0.580	1464	1464	73	124	3	0	0.1509	106891	418709	Yes	0.459	134175	92	0.0109	TV2	ACT_TV	0.3398	0.032120667	221	21	242	140	0.9
0.180	1521	1521	73	124	2	0	0.1509	111069	414531	Yes	0.459	129997	85	0.0117	TV3	ACT_TV	0.3398	0.034448686	230	14	243	44	0.9
0.896	1464	1464	73	34	2	0	0.0408	106891	418709	Yes	0.459	134175	92	0.0109	VCR_DVD	ACT_TV	0.3398	0.032120667	60	14	74	66	1
0.934	1464	1464	73	27	15	0	0.0326	106891	418709	Yes	0.459	134175	92	0.0109	RECEIVER	ACT_TV	0.3398	0.032120667	48	105	152	142	1
0.463	418	418	16	2400	1	0	0.6400	6686	518914	Yes	0.459	234380	561	0.0018	HOB	ACT_COOKING	0.1443	0.01235985	267	9	276	128	1
0.616	220	220	27	2125	3	0	0.9563	5934	519666	Yes	0.459	235132	1070	0.0009	OVEN	ACT_COOKING	0.1443	0.006479791	210	26	236	145	1
0.859	95	95	30	1250	2	0	0.6250	2839	522761	Yes	0.459	238228	2518	0.0004	MICROWAVE	ACT_COOKING	0.1443	0.002753256	59	17	77	66	1
0.975	1520	1520	3	2000	1	0	0.1000	4559	521041	Yes	0.459	236507	156	0.0064	KETTLE	ACTIVE_OCC	1.0000	0.006426123	152	9	161	157	1
1.000	292	292	3	1000	2	0	0.0500	877	524723	Yes	0.459	240189	822	0.0012	SMALL_COOKING	ACT_COOKING	0.1443	0.008436711	15	17	32	32	1
0.335	241	241	60	1131	0	0	1.1306	14489	511111	Yes	0.459	226578	938	0.0011	DISH_WASHER	ACT_COOKING	0.1443	0.007387824	273	0	273	91	0.8
0.416	122	122	60	2500	1	0	2.5000	7324	518276	Yes	0.459	233742	1915	0.0005	TUMBLE_DRYER	ACT_LAUNDRY	0.0177	0.029509717	305	9	314	131	0.8
0.781	196	196	138	406	1	0	0.9328	27035	498565	Yes	0.459	214031	1093	0.0009	WASHING_MACHINE	ACT_LAUNDRY	0.0177	0.051719499	183	8	191	149	0.8
0.153	196	196	198	792	1	0	2.6137	38790	486810	Yes	0.459	202277	1033	0.0010	WASHER_DRYER	ACT_LAUNDRY	0.0177	0.05472494	512	8	520	80	0.8
0.170	2685	2685	20	3000	0	0	1.0000	53700	471900	Yes	0.459	187367	70	0.0143	DESWH	ACTIVE_OCC	1.0000	0.014330186	2685	0	2685	456	1
0.010	7209	7209	5	3000	0	0	0.2500	36043	489557	Yes	0.459	205023	28	0.0352	E_INST	ACTIVE_OCC	1.0000	0.03516007	1802	0	1802	18	1
0.670	290	290	3	9000	0	0	0.4500	871	524729	Yes	0.459	240195	827	0.0012	ELEC_SHOWER	ACT_WASHDRESS	0.1251	0.009660846	131	0	131	88	1
0.028	227	227	360	10200	0	0	61.2000	81795	443805	No	1.000	443805	1953	0.0005	STORAGE_HEATER	CUSTOM	0.6225	0.000822434	13905	0	13905	385	1
0.026	366	366	240	2000	0	0	8.000	87762	437838	Yes	0.459	153304	419	0.0024	ELEC_SPACE_HEATING	ACTIVE_OCC	1.0000	0.002385294	2925	0	2925	76	1






